symbol,year,enterpriseValue,averagePrice,nextYearGrowth,ROA,Sales_Margin,ROCE,EV/EBIT,PER,Dividend_Yield,Acid_Test,RSCD
ABC,2019,17774477800.000008,80.73015000000002,0.1631334967997291,0.005459036025240491,0.0015478707643989194,0.10281150344944444,0.09339751179638027,0.049978113084612565,0.01980590847736751,0.2885573565510691,1.0
ABC,2018,19583260106.874783,84.03255833333333,-0.039299152600276506,0.01100618616942287,0.002149112983364529,0.08377353312660643,0.0712062237027875,0.09255915642538327,0.01858773581547696,0.25073593399165195,1.0
ABC,2017,18857428780.491367,81.94098333333334,0.025525383207710976,0.002580127628837197,0.0017309577991084016,0.07742153498371564,0.05637417552385419,0.0204048570997767,0.01792963088460806,0.2394248637071179,1.0
ABC,2016,17483852611.193466,75.58006666666667,0.08416130002531534,0.010606730706378022,0.002597509810133336,0.10639482951356273,0.08755633177895478,0.08585725110031778,0.01734528973476018,0.23985956343714496,1.0
AKER,2018,946226904.92,76.24,-0.8167348723329836,-0.3474024090163339,-1.0,-0.021632578253119563,-0.0111158887422349,-0.011399856149073738,0.0,1.0,1.0
AKER,2017,9145798626.9712,206.9456,-0.6315940034482492,-0.19721559153084905,-0.4928731587093021,-0.01664369289014525,-0.0008054310290931356,-0.0008049513535121745,0.0,1.0,1.0
AKER,2016,2482652225.4080005,455.34240000000005,-0.5455165168014224,-0.16241241334744774,-0.28104811963341025,-0.008310220615977597,-0.001350866611794105,-0.0013305829557331054,0.0,0.33887200061269096,1.0
AKER,2015,3526235523.36,650.808,-0.3003429582918464,-0.28143180129278494,-1.0,-0.024267409325762712,-0.002774404300333859,-0.0026374405677366715,0.0,1.0,1.0
ADM,2018,24983556625.000008,41.965708333333346,-0.04398492022752717,0.01108172311610707,0.007833263393481605,0.08200916357964516,0.13468858939934855,0.0760678178847974,0.03185602539042896,0.4999575407608696,1.0
ADM,2017,22850421300.0,38.212275,0.0982258536905575,0.009977979631158821,0.0062183533898862355,0.07934264493958541,0.12529309470543548,0.07297292659129923,0.03339826734272629,0.4276849642004773,1.0
ADM,2016,21796155875.000008,35.90212500000001,0.06434577340477718,0.008040182051346526,0.00657219388573445,0.08535273468463367,0.13832714435017313,0.06027856556124954,0.033037743908081264,0.4635997874440143,1.0
ADM,2015,22963299975.0,38.23880833333333,-0.06110763999139581,0.011511069053963194,0.006683702106289328,0.0723295010603862,0.11287576275282273,0.07786476217122748,0.02893082293760588,0.5029988893002592,1.0
AIV,2018,8677118195.412666,5.087666666666666,0.2388717814322217,0.02690737356550981,0.05546940076716611,0.0282832158955796,0.1042062559984522,0.8780665237302738,0.3628289540709128,0.0390620554075377,1.0
AIV,2017,8295848838.1884,5.1172,-0.005771385393053639,0.012986178738748223,0.048233504436379415,0.01668397158989113,0.061424455765671425,0.3925731485794961,0.32419166858283194,0.11599532972199927,0.4983296692979917
AIV,2016,4505072785.421775,4.790608333333334,0.06817331828073324,0.01726386042396874,0.06195586903301086,0.04210114196357831,0.14527046091636645,0.5726653497467562,0.33528750603106994,0.26335870198196754,0.0801202978505439
AIV,2015,4383535201.6950655,4.145941666666666,0.1554934242924308,0.010119716271979691,0.06527371574731736,0.02865650009045808,0.10132096117951883,0.3837405458887629,0.3897147463378052,0.1896307498211761,0.0547816794465588
ACGLP,2018,9154638616.798815,20.046141666666667,0.11262225440722788,0.00588152011235592,0.03860937061972257,0.12135140776928567,0.09195032542905007,0.09395170078318836,0.002229764918959664,1.0,0.7304943367015756
ACGLP,2017,3719223031.1843,19.7937,0.012753637100020006,0.004830311742375386,0.033642550922943645,0.10921245806881473,0.20361161286927792,0.23886939846244296,0.0069387603127204385,1.0,0.405584304433659
ACGLP,2016,3074442652.532,17.795999999999996,0.11225556304787626,0.0058962228418803705,0.04791874460631837,0.1234320537383717,0.2782787310393961,0.31702418676615146,0.00823247475342236,1.0,0.5198383282577999
AES,2018,23809251262.324,12.112749999999998,0.3511988056662058,0.009247870606684909,0.047924408592404606,0.04308830197234187,0.12772346204822113,0.14995790591224864,0.0428807312001775,0.5044328256421914,0.560036832412523
AES,2017,22641818066.504,9.82425,0.23294399063541735,-0.008765704276395265,0.04121426436896105,0.026559604694255712,0.08356219427445181,-0.17895076404718172,0.04886080293105651,0.4840743198407432,0.28374325134973005
AES,2016,23213074518.69713,9.760691666666666,0.006511662851761661,-0.007821368254935075,0.020746887966804982,0.020072516694490814,0.06629884372965769,-0.175627434328942,0.04507252739415326,0.5482738998482549,0.2814557425018288
AES,2015,22729183741.197998,9.736200000000002,0.002515526249118173,0.0020759837177747624,0.03328127076963977,0.035272886361150606,0.11351045551730905,0.04713360129630803,0.04251265999274842,0.44539568345323743,0.3253467843631778
ADC,2018,2468639004.50025,48.475475,0.3602194374234254,0.007170436285770213,0.12315192820270587,0.029957383694779575,0.03410219146927988,0.03196175921329858,0.03716271521813054,0.6883969437808859,0.9565721298063812
ADC,2017,1769216934.2708333,42.376041666666666,0.14393589144809624,0.009720105390349744,0.13381450817210758,0.0379952465811341,0.043480818270431466,0.04422981273356755,0.04197235085705735,0.7155950966990117,1.0
ADC,2016,1326383572.92035,37.07955,0.14284131459703986,0.010144119432515685,0.14069345657565527,0.0392329490035832,0.0460952632769612,0.0465045051785202,0.04402765944191876,0.5564530238525689,1.0
ADC,2015,822950379.5137835,25.228783333333336,0.4697319926248257,0.012307702288141013,0.1433294736893559,0.04267716292456685,0.06326973447750615,0.07494008561577832,0.06458857185339655,0.09895396011241514,0.8582422927668141
ADS,2018,11980038416.666666,208.50251666666665,-0.34474200191508475,0.007923436127117222,0.060783319642673785,0.0959586237639812,0.15812136272990945,0.08398416177826674,0.010917679425437645,1.0,0.2681093780960738
ADS,2017,15400677466.666662,227.01388333333333,-0.08154288361071606,0.006425819949942643,0.05329105889058735,0.055081341634866436,0.10684594905396416,0.062039943833516964,0.009085347423318384,1.0,0.4041805855767341
ADS,2016,15003623108.333332,201.20039166666663,0.1282974225489208,0.005054068142713245,0.044322018464297216,0.05949694405265633,0.0843462936160476,0.04345107287782831,0.0025272047040225854,1.0,0.2195523941707148
ADS,2015,20367539383.333332,266.9189416666666,-0.2462116385957747,0.0066513415720304715,0.04898718055028879,0.05794422667284072,0.061954464712245735,0.036047007275616036,0.0018128011624825137,1.0,0.3605658368541455
ALGT,2018,2902650271.3495502,135.546075,0.07630437350054832,0.016188825406176412,0.03650175987602605,0.056517866952992886,0.08718928439227151,0.07376163793727633,0.020627018403653496,0.4627779204507428,0.6141257662012434
